,year,price,engine_size,mileage,Diesel,Hybrid,otherFuel,Petrol,Automatic,Manual,otherTransmission,Semi-Auto
1289,2019,26599,145.0,60.1,1,0,0,0,1,0,0,0
1290,2019,31999,145.0,42.2,0,0,0,1,0,0,0,1
1291,2019,28299,145.0,44.1,0,0,0,1,1,0,0,0
1292,2019,28000,145.0,53.3,1,0,0,0,1,0,0,0
1293,2019,27000,145.0,46.3,0,0,0,1,1,0,0,0
1294,2020,31480,145.0,64.2,1,0,0,0,0,0,0,1
1295,2020,30480,145.0,64.2,1,0,0,0,0,0,0,1
1296,2019,41500,145.0,29.4,0,0,0,1,0,0,0,1
1297,2019,44480,145.0,29.7,0,0,0,1,0,0,0,1
1298,2016,17980,125.0,51.4,0,0,0,1,0,0,0,1
1299,2017,17480,30.0,62.8,1,0,0,0,0,0,0,1
1300,2018,19980,145.0,44.1,0,0,0,1,0,0,0,1
1301,2017,19480,30.0,64.2,1,0,0,0,0,0,0,1
1302,2017,19680,30.0,64.2,1,0,0,0,0,0,0,1
1303,2017,19280,145.0,61.4,1,0,0,0,0,0,0,1
1304,2017,22480,30.0,64.2,1,0,0,0,0,0,0,1
1305,2019,22980,145.0,45.6,0,0,0,1,0,0,0,1
1306,2019,23480,145.0,45.6,0,0,0,1,0,0,0,1
1307,2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
1308,2020,42980,145.0,28.8,0,0,0,1,0,0,0,1
1309,2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
1310,2019,29999,145.0,54.3,1,0,0,0,0,0,0,1
1311,2019,26479,145.0,47.1,0,0,0,1,0,0,0,1
1312,2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
1313,2018,19480,145.0,61.4,1,0,0,0,0,0,0,1
1314,2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
1315,2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
1316,2016,34380,260.0,35.3,0,0,0,1,0,0,0,1
1317,2018,25280,145.0,58.9,1,0,0,0,1,0,0,0
1318,2019,30000,145.0,57.7,1,0,0,0,0,0,0,1
1319,2019,24980,145.0,45.6,0,0,0,1,1,0,0,0
1320,2016,18480,30.0,64.2,1,0,0,0,1,0,0,0
1321,2016,17280,30.0,64.2,1,0,0,0,0,0,0,1
1322,2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
1323,2019,28980,145.0,56.5,1,0,0,0,0,0,0,1
1324,2019,22280,145.0,61.4,1,0,0,0,0,0,0,1
1325,2019,26480,145.0,61.4,1,0,0,0,0,0,0,1
1326,2019,26480,145.0,61.4,1,0,0,0,0,0,0,1
1327,2019,25980,145.0,61.4,1,0,0,0,0,0,0,1
1328,2019,26980,145.0,61.4,1,0,0,0,0,0,0,1
1329,2019,25780,145.0,47.1,0,0,0,1,0,0,0,1
1330,2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
1331,2019,33780,145.0,44.1,0,0,0,1,0,0,0,1
1332,2019,29980,145.0,53.3,1,0,0,0,0,0,0,1
1333,2019,31480,145.0,46.3,0,0,0,1,0,0,0,1
1334,2019,31980,145.0,46.3,0,0,0,1,0,0,0,1
1335,2019,30500,145.0,61.4,1,0,0,0,0,0,0,1
1336,2019,30480,145.0,61.4,1,0,0,0,0,0,0,1
1337,2019,33480,145.0,57.7,1,0,0,0,0,0,0,1
1338,2019,29980,145.0,53.3,1,0,0,0,0,0,0,1
1339,2019,29980,145.0,54.3,1,0,0,0,0,0,0,1
1340,2019,21480,145.0,47.1,0,0,0,1,0,1,0,0
1341,2016,16980,20.0,65.7,1,0,0,0,0,0,0,1
1342,2016,16020,30.0,65.7,1,0,0,0,0,1,0,0
1343,2016,16991,20.0,64.2,1,0,0,0,0,0,0,1
1344,2018,42525,150.0,32.8,0,0,0,1,0,0,0,1
1345,2017,21220,125.0,58.9,1,0,0,0,0,0,0,1
1346,2017,26455,145.0,58.9,1,0,0,0,1,0,0,0
1347,2015,19825,20.0,67.3,1,0,0,0,1,0,0,0
1348,2017,21544,30.0,64.2,1,0,0,0,1,0,0,0
1349,2019,35500,145.0,64.2,1,0,0,0,1,0,0,0
1350,2019,35250,145.0,61.4,1,0,0,0,1,0,0,0
1351,2019,31980,145.0,46.3,0,0,0,1,0,0,0,1
1352,2019,30980,145.0,64.2,1,0,0,0,0,0,0,1
1353,2019,29480,145.0,47.1,0,0,0,1,0,0,0,1
1354,2019,39500,145.0,30.4,0,0,0,1,0,0,0,1
1355,2019,26680,145.0,46.3,0,0,0,1,0,0,0,1
1356,2016,18780,0.0,134.5,0,1,0,0,0,0,0,1
1357,2019,33283,145.0,57.7,1,0,0,0,1,0,0,0
1358,2019,29650,145.0,64.2,1,0,0,0,1,0,0,0
1359,2019,65000,145.0,27.2,0,0,0,1,0,0,0,1
1360,2019,29885,145.0,44.1,0,0,0,1,1,0,0,0
1361,2019,29945,145.0,44.1,0,0,0,1,1,0,0,0
1362,2017,23965,145.0,47.1,0,0,0,1,1,0,0,0
1363,2018,27725,145.0,57.7,1,0,0,0,1,0,0,0
1364,2019,28315,145.0,56.5,1,0,0,0,0,0,0,1
1365,2016,25290,160.0,44.1,0,0,0,1,1,0,0,0
1366,2019,28450,145.0,51.4,1,0,0,0,1,0,0,0
1367,2017,14680,20.0,70.6,1,0,0,0,0,1,0,0
1368,2017,22980,145.0,47.1,0,0,0,1,0,0,0,1
1369,2017,19980,145.0,61.4,1,0,0,0,0,0,0,1
1370,2017,18980,30.0,64.2,1,0,0,0,0,0,0,1
1371,2017,19980,30.0,64.2,1,0,0,0,0,0,0,1
1372,2017,24480,145.0,44.1,0,0,0,1,1,0,0,0
1373,2017,19980,30.0,64.2,1,0,0,0,1,0,0,0
1374,2016,29780,260.0,35.8,0,0,0,1,0,0,0,1
1375,2019,29480,145.0,47.1,0,0,0,1,0,0,0,1
1376,2017,24980,145.0,58.9,1,0,0,0,1,0,0,0
1377,2017,23980,145.0,54.3,1,0,0,0,1,0,0,0
1378,2019,29500,145.0,44.1,0,0,0,1,0,0,0,1
1379,2019,27480,145.0,61.4,1,0,0,0,0,0,0,1
1380,2017,23415,30.0,64.2,1,0,0,0,0,0,0,1
1381,2019,29500,145.0,44.1,0,0,0,1,0,0,0,1
1382,2019,23980,145.0,61.4,1,0,0,0,0,0,0,1
1383,2019,25080,145.0,42.2,0,0,0,1,0,0,0,1
1384,2019,26980,145.0,44.1,0,0,0,1,0,0,0,1
1385,2016,16680,20.0,64.2,1,0,0,0,0,0,0,1
1386,2018,22980,145.0,60.1,1,0,0,0,0,0,0,1
1387,2019,39000,145.0,30.4,0,0,0,1,0,0,0,1
1388,2019,29980,145.0,61.4,1,0,0,0,0,0,0,1
1389,2019,29980,145.0,60.1,1,0,0,0,0,0,0,1
1390,2017,22980,125.0,60.1,1,0,0,0,0,0,0,1
1391,2016,18780,0.0,134.5,0,1,0,0,0,0,0,1
1392,2019,30980,145.0,61.4,1,0,0,0,0,0,0,1
1393,2018,28480,145.0,44.1,0,0,0,1,0,0,0,1
1394,2019,20480,145.0,46.3,0,0,0,1,0,0,0,1
1395,2019,27280,145.0,46.3,0,0,0,1,0,0,0,1
1396,2019,27980,145.0,44.1,0,0,0,1,0,0,0,1
1397,2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
1398,2019,28180,145.0,58.9,1,0,0,0,1,0,0,0
1399,2019,23680,145.0,44.1,0,0,0,1,0,0,0,1
1400,2019,44480,145.0,29.1,0,0,0,1,0,0,0,1
1401,2019,34480,145.0,46.3,0,0,0,1,0,0,0,1
1402,2019,25780,145.0,61.4,1,0,0,0,0,0,0,1
1403,2017,21500,150.0,48.7,0,0,0,1,0,0,0,1
1404,2019,33842,145.0,42.2,0,0,0,1,0,0,0,1
1405,2019,34987,145.0,64.2,1,0,0,0,1,0,0,0
1406,2019,44987,145.0,30.4,0,0,0,1,1,0,0,0
1407,2014,14732,20.0,64.2,1,0,0,0,0,0,0,1
1408,2018,19056,145.0,50.4,0,0,0,1,1,0,0,0
1409,2017,20672,30.0,62.8,1,0,0,0,0,0,0,1
1410,2017,33612,145.0,34.0,0,0,0,1,1,0,0,0
1411,2017,16991,30.0,64.2,1,0,0,0,0,0,0,1
1412,2015,19990,0.0,74.3,0,1,0,0,0,0,0,1
1413,2019,27890,145.0,61.4,1,0,0,0,0,0,0,1
1414,2015,14490,20.0,64.2,1,0,0,0,0,0,0,1
1415,2017,18490,145.0,50.4,0,0,0,1,0,0,0,1
1416,2016,13600,125.0,53.3,0,0,0,1,0,1,0,0
1417,2018,22980,145.0,61.4,1,0,0,0,0,0,0,1
1418,2019,44480,145.0,29.7,0,0,0,1,0,0,0,1
1419,2017,15980,20.0,68.9,1,0,0,0,0,1,0,0
1420,2019,45980,145.0,29.7,0,0,0,1,0,0,0,1
1421,2019,29980,145.0,44.1,0,0,0,1,0,0,0,1
1422,2014,11750,20.0,64.2,1,0,0,0,0,0,0,1
1423,2014,13290,125.0,52.3,0,0,0,1,0,0,0,1
1424,2019,29950,150.0,61.4,1,0,0,0,0,0,0,1
1425,2014,11750,20.0,64.2,1,0,0,0,0,0,0,1
1426,2019,27990,145.0,64.2,1,0,0,0,0,0,0,1
1427,2017,16690,30.0,64.2,1,0,0,0,0,0,0,1
1428,2019,22890,145.0,46.3,0,0,0,1,1,0,0,0
1429,2019,28990,145.0,57.7,1,0,0,0,1,0,0,0
1430,2019,19690,145.0,61.4,1,0,0,0,1,0,0,0
1431,2019,29480,145.0,44.1,0,0,0,1,0,0,0,1
1432,2015,14500,20.0,64.2,1,0,0,0,0,0,0,1
1433,2020,35491,145.0,48.7,1,0,0,0,0,0,0,1
1434,2017,24502,145.0,67.3,1,0,0,0,0,0,0,1
1435,2017,20491,30.0,61.4,1,0,0,0,0,0,0,1
1436,2019,41491,145.0,55.4,1,0,0,0,1,0,0,0
1437,2017,18258,150.0,60.1,1,0,0,0,0,0,0,1
1438,2015,16341,20.0,64.2,1,0,0,0,0,0,0,1
1439,2017,40980,300.0,34.5,0,0,0,1,0,0,0,1
1440,2015,16892,30.0,64.2,1,0,0,0,0,0,0,1
1441,2014,14992,30.0,64.2,1,0,0,0,0,0,0,1
1442,2019,22706,145.0,44.1,0,0,0,1,1,0,0,0
1443,2019,30672,145.0,57.7,1,0,0,0,1,0,0,0
1444,2017,23111,145.0,47.1,0,0,0,1,0,0,0,1
1445,2019,26176,145.0,46.3,0,0,0,1,0,0,0,1
1446,2018,18700,145.0,60.1,1,0,0,0,0,0,0,1
1447,2017,14307,125.0,53.3,0,0,0,1,0,1,0,0
1448,2018,18900,145.0,61.4,1,0,0,0,1,0,0,0
1449,2016,16800,30.0,64.2,1,0,0,0,0,0,0,1
1450,2015,10090,150.0,53.3,1,0,0,0,0,0,0,1
1451,2014,12600,125.0,52.3,0,0,0,1,1,0,0,0
1452,2018,25500,145.0,67.3,1,0,0,0,0,0,0,1
1453,2017,25092,145.0,54.3,1,0,0,0,1,0,0,0
1454,2017,23401,145.0,47.1,0,0,0,1,0,0,0,1
1455,2017,21011,30.0,61.4,1,0,0,0,0,0,0,1
1456,2017,16911,150.0,65.7,1,0,0,0,0,0,0,1
1457,2015,15142,20.0,64.2,1,0,0,0,0,0,0,1
1458,2015,14290,125.0,52.3,0,0,0,1,0,0,0,1
1459,2019,20990,145.0,65.7,1,0,0,0,0,0,0,1
1460,2016,14390,30.0,65.7,1,0,0,0,0,0,0,1
1461,2018,23500,145.0,61.4,1,0,0,0,0,0,0,1
1462,2019,39995,145.0,29.4,0,0,0,1,0,0,0,1
1463,2020,29750,145.0,57.7,1,0,0,0,1,0,0,0
1464,2019,26176,145.0,47.1,0,0,0,1,0,0,0,1
1465,2019,30976,145.0,44.1,0,0,0,1,1,0,0,0
1466,2017,15872,125.0,53.3,0,0,0,1,0,1,0,0
1467,2019,27696,145.0,60.1,1,0,0,0,1,0,0,0
1468,2017,39336,300.0,32.8,0,0,0,1,1,0,0,0
1469,2017,31664,145.0,35.8,0,0,0,1,1,0,0,0
1470,2017,16092,20.0,65.7,1,0,0,0,0,0,0,1
1471,2019,36350,145.0,61.4,1,0,0,0,1,0,0,0
1472,2017,23942,160.0,43.5,0,0,0,1,1,0,0,0
1473,2019,27780,145.0,60.1,1,0,0,0,0,0,0,1
1474,2019,36420,145.0,64.2,1,0,0,0,1,0,0,0
1475,2019,36090,145.0,30.4,0,0,0,1,1,0,0,0
1476,2019,39991,145.0,44.1,0,0,0,1,1,0,0,0
1477,2019,48491,145.0,30.4,0,0,0,1,1,0,0,0
1478,2019,38991,145.0,61.4,1,0,0,0,1,0,0,0
1479,2017,14307,125.0,53.3,0,0,0,1,0,1,0,0
1480,2018,18450,145.0,61.4,1,0,0,0,0,0,0,1
1481,2017,14420,20.0,65.7,1,0,0,0,0,1,0,0
1482,2015,12995,20.0,64.2,1,0,0,0,1,0,0,0
1483,2015,12999,20.0,65.7,1,0,0,0,0,1,0,0
1484,2015,12995,125.0,53.3,0,0,0,1,0,1,0,0
1485,2018,22900,145.0,44.1,0,0,0,1,0,0,0,1
1486,2019,24495,145.0,60.1,1,0,0,0,0,0,0,1
1487,2019,24640,145.0,47.1,0,0,0,1,1,0,0,0
1488,2019,30840,145.0,42.2,0,0,0,1,0,0,0,1
1489,2019,21340,145.0,44.1,0,0,0,1,1,0,0,0
1490,2019,24940,145.0,45.6,0,0,0,1,0,0,0,1
1491,2019,21940,145.0,44.1,0,0,0,1,1,0,0,0
1492,2019,28940,145.0,44.1,0,0,0,1,1,0,0,0
1493,2016,20503,200.0,42.8,0,0,0,1,1,0,0,0
1494,2018,22766,145.0,47.1,0,0,0,1,1,0,0,0
1495,2018,22990,145.0,61.4,1,0,0,0,0,0,0,1
1496,2017,18890,145.0,64.2,1,0,0,0,0,0,0,1
1497,2016,22890,20.0,67.3,1,0,0,0,0,0,0,1
1498,2019,27490,145.0,57.7,1,0,0,0,0,0,0,1
1499,2016,15890,20.0,65.7,1,0,0,0,0,0,0,1
1500,2018,33890,145.0,36.2,0,0,0,1,0,0,0,1
1501,2018,33690,145.0,40.9,0,0,0,1,0,0,0,1
1502,2019,37790,145.0,29.4,0,0,0,1,0,0,0,1
1503,2019,26140,145.0,64.2,1,0,0,0,0,0,0,1
1504,2019,26440,145.0,60.1,1,0,0,0,0,0,0,1
1505,2017,19240,30.0,64.2,1,0,0,0,0,0,0,1
1506,2019,30740,145.0,57.7,1,0,0,0,0,0,0,1
1507,2019,24640,145.0,61.4,1,0,0,0,0,0,0,1
1508,2017,19995,165.0,44.1,0,0,0,1,1,0,0,0
1509,2018,19995,150.0,41.5,0,0,0,1,0,0,0,1
1510,2019,27340,145.0,43.5,0,0,0,1,1,0,0,0
1511,2017,25000,145.0,47.1,0,0,0,1,1,0,0,0
1512,2018,23390,145.0,58.9,1,0,0,0,0,0,0,1
1513,2015,15789,30.0,64.2,1,0,0,0,0,0,0,1
1514,2017,17490,145.0,64.2,1,0,0,0,1,0,0,0
1515,2018,34990,145.0,35.3,0,0,0,1,1,0,0,0
1516,2016,19750,30.0,64.2,1,0,0,0,0,0,0,1
1517,2017,19000,20.0,68.9,1,0,0,0,0,0,0,1
1518,2018,20690,145.0,48.7,0,0,0,1,0,0,0,1
1519,2019,35891,145.0,61.4,1,0,0,0,1,0,0,0
1520,2015,15135,125.0,52.3,0,0,0,1,0,0,0,1
1521,2019,28995,145.0,64.2,1,0,0,0,1,0,0,0
1522,2019,31495,145.0,48.7,1,0,0,0,1,0,0,0
1523,2020,39994,145.0,55.4,1,0,0,0,0,0,0,1
1524,2020,39994,145.0,55.4,1,0,0,0,0,0,0,1
1525,2019,24995,145.0,46.3,0,0,0,1,1,0,0,0
1526,2019,28395,145.0,44.1,0,0,0,1,0,0,0,1
1527,2019,25494,145.0,46.3,0,0,0,1,1,0,0,0
1528,2018,24994,145.0,55.4,0,0,0,1,0,0,0,1
1529,2018,23995,145.0,67.3,1,0,0,0,0,0,0,1
1530,2017,21950,135.0,74.3,0,1,0,0,0,0,0,1
1531,2018,49990,145.0,32.8,0,0,0,1,0,0,0,1
1532,2017,23400,30.0,65.7,1,0,0,0,0,0,0,1
1533,2017,21958,145.0,61.4,1,0,0,0,0,0,0,1
1534,2015,18500,30.0,64.2,1,0,0,0,1,0,0,0
1535,2015,15495,125.0,52.3,0,0,0,1,0,0,0,1
1536,2015,15890,30.0,64.2,1,0,0,0,0,0,0,1
1537,2019,26990,145.0,46.3,0,0,0,1,0,0,0,1
1538,2016,18490,30.0,64.2,1,0,0,0,0,0,0,1
1539,2019,24490,145.0,61.4,1,0,0,0,0,0,0,1
1540,2016,21500,20.0,67.3,1,0,0,0,0,0,0,1
1541,2019,23490,145.0,46.3,0,0,0,1,0,0,0,1
1542,2017,22995,145.0,47.1,0,0,0,1,0,0,0,1
1543,2018,24890,145.0,40.4,0,0,0,1,0,0,0,1
1544,2015,14150,20.0,64.2,1,0,0,0,0,0,0,1
1545,2016,15000,30.0,65.7,1,0,0,0,0,1,0,0
1546,2016,22495,20.0,68.9,1,0,0,0,0,0,0,1
1547,2017,19495,30.0,64.2,1,0,0,0,0,0,0,1
1548,2017,22395,20.0,67.3,1,0,0,0,0,0,0,1
1549,2017,19495,145.0,50.4,0,0,0,1,0,0,0,1
1550,2017,14995,145.0,64.2,1,0,0,0,1,0,0,0
1551,2016,18995,30.0,64.2,1,0,0,0,0,1,0,0
1552,2019,28995,145.0,64.2,1,0,0,0,1,0,0,0
1553,2019,26940,145.0,61.4,1,0,0,0,1,0,0,0
1554,2019,25440,145.0,61.4,1,0,0,0,0,0,0,1
1555,2019,23740,145.0,61.4,1,0,0,0,0,0,0,1
1556,2016,17440,30.0,64.2,1,0,0,0,1,0,0,0
1557,2019,30240,145.0,61.4,1,0,0,0,1,0,0,0
1558,2019,28150,145.0,46.3,0,0,0,1,1,0,0,0
1559,2019,32940,145.0,44.1,0,0,0,1,1,0,0,0
1560,2019,31740,145.0,51.4,1,0,0,0,1,0,0,0
1561,2019,30450,145.0,64.2,1,0,0,0,1,0,0,0
1562,2019,32540,145.0,55.4,1,0,0,0,1,0,0,0
1563,2019,35891,145.0,64.2,1,0,0,0,1,0,0,0
1564,2016,21991,20.0,67.3,1,0,0,0,0,0,0,1
1565,2017,21111,30.0,61.4,1,0,0,0,0,0,0,1
1566,2018,18171,145.0,49.6,0,0,0,1,0,0,0,1
1567,2019,24202,145.0,45.6,0,0,0,1,1,0,0,0
1568,2019,30436,145.0,57.7,1,0,0,0,1,0,0,0
1569,2019,31216,145.0,57.7,1,0,0,0,1,0,0,0
1570,2019,28466,145.0,61.4,1,0,0,0,1,0,0,0
1571,2019,26396,145.0,61.4,1,0,0,0,0,0,0,1
1572,2020,30990,145.0,61.4,1,0,0,0,0,0,0,1
1573,2019,27990,145.0,54.3,1,0,0,0,1,0,0,0
1574,2019,28990,145.0,64.2,1,0,0,0,1,0,0,0
1575,2019,24990,145.0,64.2,1,0,0,0,0,0,0,1
1576,2019,25490,145.0,45.6,0,0,0,1,0,0,0,1
1577,2019,21290,145.0,61.4,1,0,0,0,0,0,0,1
1578,2018,24990,145.0,46.3,0,0,0,1,0,0,0,1
1579,2019,23990,150.0,45.6,0,0,0,1,0,0,0,1
1580,2015,16990,30.0,64.2,1,0,0,0,0,0,0,1
1581,2018,26890,145.0,56.5,1,0,0,0,0,0,0,1
1582,2017,18632,2.0,134.5,0,1,0,0,0,0,0,1
1583,2019,30666,145.0,54.3,1,0,0,0,1,0,0,0
1584,2019,31876,145.0,54.3,1,0,0,0,0,0,0,1
1585,2019,26866,145.0,46.3,0,0,0,1,1,0,0,0
1586,2019,28825,145.0,56.5,1,0,0,0,0,0,0,1
1587,2018,21492,145.0,60.1,1,0,0,0,0,0,0,1
1588,2019,29386,145.0,44.1,0,0,0,1,1,0,0,0
1589,2018,23522,145.0,46.3,0,0,0,1,0,0,0,1
1590,2017,18801,145.0,64.2,1,0,0,0,0,0,0,1
1591,2017,18495,150.0,50.4,0,0,0,1,0,0,0,1
1592,2019,26450,145.0,60.1,1,0,0,0,0,0,0,1
1593,2018,19495,145.0,64.2,1,0,0,0,0,0,0,1
1594,2019,32500,145.0,42.2,0,0,0,1,0,0,0,1
1595,2020,54000,145.0,29.1,0,0,0,1,0,0,0,1
1596,2018,25750,145.0,60.1,1,0,0,0,0,0,0,1
1597,2019,19750,145.0,61.4,1,0,0,0,0,0,0,1
1598,2019,26995,145.0,56.5,1,0,0,0,0,0,0,1
1599,2018,27950,145.0,54.3,1,0,0,0,0,0,0,1
1600,2019,32026,145.0,57.7,1,0,0,0,1,0,0,0
1601,2018,24222,145.0,67.3,1,0,0,0,0,0,0,1
1602,2019,28390,145.0,43.5,0,0,0,1,0,0,0,1
1603,2019,25890,145.0,44.1,0,0,0,1,1,0,0,0
1604,2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
1605,2019,25980,145.0,58.9,1,0,0,0,0,0,0,1
1606,2019,27980,145.0,60.1,1,0,0,0,0,0,0,1
1607,2018,27980,145.0,44.1,0,0,0,1,1,0,0,0
1608,2019,29480,145.0,44.1,0,0,0,1,0,0,0,1
1609,2019,42900,145.0,29.1,0,0,0,1,0,0,0,1
1610,2019,37500,145.0,29.4,0,0,0,1,0,0,0,1
1611,2019,27500,145.0,61.4,1,0,0,0,0,0,0,1
1612,2019,29000,145.0,44.1,0,0,0,1,0,0,0,1
1613,2019,36980,145.0,29.4,0,0,0,1,0,0,0,1
1614,2017,21362,145.0,64.2,1,0,0,0,0,0,0,1
1615,2019,31346,145.0,44.1,0,0,0,1,1,0,0,0
1616,2018,38123,145.0,29.4,0,0,0,1,1,0,0,0
1617,2018,28842,145.0,54.3,1,0,0,0,0,0,0,1
1618,2019,27250,145.0,56.5,1,0,0,0,0,0,0,1
1619,2019,27490,145.0,42.2,0,0,0,1,1,0,0,0
1620,2019,32890,145.0,42.2,0,0,0,1,0,0,0,1
1621,2019,30490,145.0,61.4,1,0,0,0,1,0,0,0
1622,2019,30490,145.0,61.4,1,0,0,0,1,0,0,0
1623,2019,28990,145.0,64.2,1,0,0,0,1,0,0,0
1624,2019,53990,145.0,28.5,0,0,0,1,1,0,0,0
1625,2020,65990,145.0,28.0,0,0,0,1,0,0,0,1
1626,2015,17690,125.0,60.1,1,0,0,0,1,0,0,0
1627,2019,32995,145.0,42.2,0,0,0,1,0,0,0,1
1628,2018,26595,145.0,57.7,1,0,0,0,0,0,0,1
1629,2018,21695,145.0,46.3,0,0,0,1,1,0,0,0
1630,2018,36495,145.0,36.2,0,0,0,1,1,0,0,0
1631,2017,14645,20.0,65.7,1,0,0,0,1,0,0,0
1632,2016,31945,260.0,35.3,0,0,0,1,1,0,0,0
1633,2017,30745,145.0,36.2,0,0,0,1,1,0,0,0
1634,2016,17399,125.0,60.1,1,0,0,0,0,0,0,1
1635,2019,37321,145.0,54.3,1,0,0,0,1,0,0,0
1636,2019,38521,145.0,61.4,1,0,0,0,1,0,0,0
1637,2019,26995,145.0,60.1,1,0,0,0,0,0,0,1
1638,2019,42895,145.0,29.1,0,0,0,1,1,0,0,0
1639,2019,32495,145.0,44.1,0,0,0,1,0,0,0,1
1640,2017,16995,145.0,64.2,1,0,0,0,1,0,0,0
1641,2019,23016,145.0,45.6,0,0,0,1,1,0,0,0
1642,2019,26876,145.0,45.6,0,0,0,1,1,0,0,0
1643,2019,35068,145.0,45.6,0,0,0,1,0,0,0,1
1644,2020,46800,2.0,217.3,0,1,0,0,0,0,0,1
1645,2017,18896,145.0,61.4,1,0,0,0,0,0,0,1
1646,2014,15499,30.0,61.4,1,0,0,0,0,0,0,1
1647,2019,28995,145.0,58.9,1,0,0,0,1,0,0,0
1648,2019,29995,145.0,57.7,1,0,0,0,0,0,0,1
1649,2019,30995,145.0,46.3,1,0,0,0,0,0,0,1
1650,2019,26995,145.0,54.3,1,0,0,0,0,0,0,1
1651,2019,27995,145.0,57.7,1,0,0,0,1,0,0,0
1652,2019,29995,145.0,42.8,0,0,0,1,0,0,0,1
1653,2019,27950,145.0,54.3,1,0,0,0,0,0,0,1
1654,2016,16950,125.0,50.4,0,0,0,1,1,0,0,0
1655,2019,40924,145.0,44.1,0,0,0,1,1,0,0,0
1656,2015,17030,30.0,64.2,1,0,0,0,1,0,0,0
1657,2018,26060,145.0,46.3,0,0,0,1,1,0,0,0
1658,2019,30890,145.0,42.8,0,0,0,1,1,0,0,0
1659,2018,26950,145.0,57.7,1,0,0,0,0,0,0,1
1660,2018,18649,145.0,61.4,1,0,0,0,0,0,0,1
1661,2019,30690,145.0,55.4,1,0,0,0,1,0,0,0
1662,2017,40489,145.0,31.7,0,0,0,1,1,0,0,0
1663,2015,16490,30.0,64.2,1,0,0,0,0,0,0,1
1664,2017,18979,30.0,64.2,1,0,0,0,0,0,0,1
1665,2017,44520,145.0,31.7,0,0,0,1,1,0,0,0
1666,2017,17981,145.0,64.2,1,0,0,0,0,0,0,1
1667,2019,69950,145.0,27.2,0,0,0,1,1,0,0,0
1668,2019,29990,145.0,42.8,0,0,0,1,1,0,0,0
1669,2019,29990,145.0,44.1,0,0,0,1,1,0,0,0
1670,2019,25989,145.0,44.1,0,0,0,1,1,0,0,0
1671,2019,26990,145.0,42.2,0,0,0,1,1,0,0,0
1672,2019,26990,145.0,42.2,0,0,0,1,1,0,0,0
1673,2019,28989,145.0,57.7,1,0,0,0,1,0,0,0
1674,2017,32000,145.0,35.3,0,0,0,1,0,0,0,1
1675,2016,18000,30.0,62.8,1,0,0,0,0,0,0,1
1676,2019,25495,150.0,47.1,0,0,0,1,0,0,0,1
1677,2018,26395,145.0,57.7,1,0,0,0,0,0,0,1
1678,2019,38995,145.0,29.7,0,0,0,1,1,0,0,0
1679,2019,34995,145.0,44.1,0,0,0,1,1,0,0,0
1680,2019,61995,145.0,27.2,0,0,0,1,1,0,0,0
1681,2018,30995,145.0,42.2,0,0,0,1,0,0,0,1
1682,2016,21895,20.0,67.3,1,0,0,0,0,0,0,1
1683,2019,61495,145.0,34.5,0,0,0,1,1,0,0,0
1684,2019,63495,145.0,28.0,0,0,0,1,1,0,0,0
1685,2019,30995,145.0,57.7,1,0,0,0,0,0,0,1
1686,2019,44160,145.0,55.4,1,0,0,0,1,0,0,0
1687,2017,23332,125.0,60.1,1,0,0,0,0,0,0,1
1688,2017,19895,30.0,60.1,1,0,0,0,0,0,0,1
1689,2015,16946,125.0,51.4,0,0,0,1,1,0,0,0
1690,2013,11552,160.0,44.8,0,0,0,1,1,0,0,0
1691,2017,29302,145.0,36.2,0,0,0,1,0,0,0,1
1692,2017,24202,145.0,67.3,1,0,0,0,1,0,0,0
1693,2019,26925,145.0,46.3,0,0,0,1,0,0,0,1
1694,2016,18232,0.0,134.5,0,1,0,0,0,0,0,1
1695,2013,8795,125.0,60.1,1,0,0,0,0,1,0,0
1696,2014,15999,125.0,52.3,0,0,0,1,0,0,0,1
1697,2016,18150,30.0,61.4,1,0,0,0,0,0,0,1
1698,2016,18150,30.0,61.4,1,0,0,0,0,0,0,1
1699,2015,13750,20.0,64.2,1,0,0,0,0,0,0,1
1700,2019,27990,145.0,47.1,0,0,0,1,1,0,0,0
1701,2017,17490,145.0,64.2,1,0,0,0,1,0,0,0
1702,2019,29890,145.0,64.2,1,0,0,0,0,0,0,1
1703,2019,28795,145.0,54.3,1,0,0,0,0,0,0,1
1704,2019,24595,145.0,61.4,1,0,0,0,0,0,0,1
1705,2018,26295,145.0,57.7,1,0,0,0,0,0,0,1
1706,2019,25338,145.0,60.1,1,0,0,0,0,0,0,1
1707,2020,41995,2.0,217.3,0,1,0,0,0,0,0,1
1708,2019,30840,145.0,55.4,1,0,0,0,0,0,0,1
1709,2019,27295,145.0,60.1,1,0,0,0,0,0,0,1
1710,2016,22995,20.0,67.3,1,0,0,0,0,0,0,1
